id,document,label
9737928,음악을 들으면 눈물이 난다...,1
7503708,지금만나러갑니다 천사의사랑 일본 로맨스 재밌음,1
7056010,평점이 왜이리 낮지? 재밌는데 치아의 중요함을 느꼈다.,1
4887299,해냈다~! 해냈어! 두산이 해냈어~! 간통두!,1
8830695,몰입도 좋고 엄청 무서웠어요,1
5966396,주인공 지금 사진 보고 충격받음. 이 사람이 그 사람??오마이갓.......멋지다.ㅋㅋ,1
10012108,말도 많고 탈도 많았던 그 때 그 시절 사나이들의 우정과 향수를 맛보게 해준다.,1
8919138,이런대박영화가 . . 감동. .,1
8753711,"진짜 개쩌는 영화!견자단 영화 중에서 최고 재밌다다음이 엽문, 다음이 살파랑그나저나 영상미가 아주 죽인다~~",1
4607386,퀼 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
9800608,짱짱맨 대박이었어 겁나 귀엽고 겁나 잘생김,1
7980759,말이필요없다,1
2667686,이 영화는 음악전기 영화지. 불륜에 초점을 두어선 안될듯. 난 만족!,1
9343912,평점이 생각보다 낮네무지 재밌게 본 영환데ㅋㅋㅋ,1
9122317,"난 비가 오면,,,최곤의 비와 당신이란 노래가 생각난다,,누구든 꼭 봐야 하는 영화라 생각한다,,,",1
7790039,리얼드라마다 작가가 누구인지 정치계와 법조계대기업의 비리를 사실그대로 적어내었다.,1
5186654,너무나도 슬픈 비극..,1
9825526,좋은영화네요!!!,1
6716952,재미있을 것 같다 지금은 소녀시대!!,1
5327642,10번도 넘게 본 것 같다.,1
9855690,"사랑스러운 영화 ㅎㅎ 요리에 대한 열정, 그리고 직업의 귀천은 없다는 것.",1
777848,"노이,, 작은 듯 커지는 배우의 중량감! 형용X..",1
9221401,인투터스똠 보고나서 감동먹고 또봤음. 후속작이 이리 빨리 나올줄이야;;,1
6349570,너무너무너무너무너무너무너무너무너무너무너무너무재미있어요..,1
4182358,투견이 전직교수및게릴라거지의 모든 개를 처치하고 OO모델의 개는 쥐한테 뜯긴다,1
6106060,소재가 특이하고 밝은 영화 역시 이나영은 연기파,1
9336462,재밌는 공포영화 오랜만에 보네 .. 2007년에 나온거지만 ....,1
3227417,정말재미있었어요^^ 이거 보는 사람한테 팽이2개씩이나 주던데요??강추~!*^^*,1
10123885,과학과 현실적인지 따질 것 없이 완전 재미있다,1
7455392,너무 보고 싶은 영화~~,1
2031427,아는만큼 영화가 보일 것이다...,1
7989581,군대있을때 생각나고 거지같네요,1
7803922,저남잔데요신세경보다송승헌이좋아서이드라마봄역시연기도잘하고진심존잘내우상임드라마도재밌게봄,1
7155160,"그들이 사는 세상 이후로 다른 드라마들은 눈에 보이지 않게 되었다다시 볼 때 마다 새롭게 느껴지는 것들이 생긴다 지금도, 앞으로도, 최고의 드라마",1
9702353,최고다진짜 꼭 보세요.,1
9988659,너무너무 재밌게 봤습니당 ♡♡,1
9656795,임창정때문에 9점준다,1
2459834,어떻게 될까 관객을 쥐어짜는 영화. 스릴만점의 액션을 보고 싶다면 꼭 보길.,1
5206030,현재까지 나온 프레데터 소재의 영화중 가장 잘만든 영화라는 생각이~^^*,1
9538469,그냥재밌다 그리고짐캐리가 나와서 더재밌는영화,1
8688895,"차승원과 류덕환 좋아요,",1
7517009,2등인가..ㅋㅋ,1
1478143,"완전 재밌다. 스토리, 배우 다 좋다.(진희는 마이클..ㅋㅋ)",1
6124867,"그동안 억눌러야만 했던 사랑,우정을 위해 모든것을 정리해야만 한다.",1
9633579,예전에보고또봐도재밌는영화 재난영화중최고봉이닷,1
7901161,선추천후 감상,1
776049,본드걸이 예쁘네...,1
5309659,"""내가(이사회가)다시시작할수있을까""희망은소나타같은것또결코신화적인게아니다.",1
5465058,역시 남자의 로망은 맨 시리즈 난 생각없이 봐서 재미있었음,1
5835621,전태일 열사 정말 존경합니다. 노동 현실에 대해 각성하게 된 계기인듯 싶습니다.,1
5981002,대런 아론프스키의 영적수준이 이정도일줄은 상상도 못했네요. 멋진감독입니다.,1
7792165,"흔히 보는 아름다운 여배우가 없어도, 그 어떤 한국 영화보다 아름다웠던 아이들과, 영화!!!",1
8976107,평점조정 좋은데 왜그래?,1
9466536,와내용전개가아주굿굿 질질끌지않고확확나가니까 몰입도장난아님ㅠㅠ작가님그냥사랑합니다ㅠㅠ 그냥 최인하 최달포 기재명 그리고조연들ㅠㅠ까지 하나도빼놓지않고 완전짱짱ㅠㅠ 한회한회마다이렇게재밌을수가없다ㅠㅜ 왜시청률이안오르는건지이해가안되ㅠ,1
9831423,정말 쩌는 영화. 안 본 사람은 꼭 봐라 후회 없다,1
159011,올리비아 허세는 너무나 청순한거 같아요......,1
9796296,개봉 당시 영화관에서 봤었는데 정말 이국적이며 신선했다. 다만 과거 유년시절 회상씬이 너무 잦아 몰입감은 살짝 떨어졌었다.,1
1837905,청소년기에 감동적이고 재미있게 본 영화 지금도 기억난다...,1
9155063,"블루문 특급의 시빌 쉐퍼드의 아름다웟던 시절, 조디 퍼스터의 어린시절, 두 여자를 대면하는 드니로.그리고 연기파 배우 하비 케이틀일단 영화가 전혀 지루하지 않고 짜임새가 아주 훌륭하다.음악이 영화에서 얼마나 중요한지도 보여주는 영화.최고임",1
5300372,평범해서 좋은 영화,1
9142227,와 별이 빛나는 밤에 퍼즐마지막한조각없는거 보일때 소름돋았다,1
10275681,수지는. 사랑입니다????????????,1
5905908,대박 재밌어요.,1
8739881,진짜 재미만땅 이무니다,1
6365895,차수연 너무 멋져.,1
3927080,공감하게 되는 영화네요,1
9344750,"그립습니다.. 영화속의 그는 행복한 마무리를 했는데, 실제의 그는 아닌거 같아서 마음이 많이 아팠습니다.",1
2306809,박중훈의 대사 하나하나가 으슥하게 만드는 최고의 스릴러,1
5271648,넘 재밌었음ㅋㅋ엔딩 땜 헷갈리지만 환상의 그대가 어디있소? 서로 노력하며 사는거,1
4913424,처ㅝ주,1
5976573,굿....,1
589961,일단 봐라,1
968293,별점10개가 아깝지않은영화,1
9264702,부모님들좋아하심 굿ㅋㅋㅋ,1
9684619,여주가 정말정말 매력적이네요. 글구 사람 이용하지 맙시다!!!,1
67416,현실에서 이룰수없는 사랑을 어떡하나...,1
9796010,정말 후반까지 이해 된다하면서도 지루하다가 추리하는 느낌으로 봤는데 맨 마지막 부분에서 뒷통수를 맞은 느낌이랄까... 정말 결말 부분 보고 이 영화를 봤던걸 후회하지 않았습니다.,1
10144612,열글자를채워야하다니,1
6341287,가슴짠하네요,1
6000850,표현 하나하나가 아름답다. 하지만 변해가는 프랑스.ㅠㅠ,1
9714904,한지민 우와~~~~...,1
8637816,뛰어난 연출력이 영화 처음부터 끝까지 집중하게 만든다.,1
9629327,티비에서 해줬음 좋겠다,1
1618447,내가 한국 시트콤을 이렇게 본적은 처음이다.,1
2942762,여타 전쟁영화랑은 다르다 이 영화의 주인공은 이제 갓 12살이 되는 소년이다,1
5188014,볼만하데니까ㅋ,1
307994,가슴두근거리게 하는 연기가 전달되어 좋네요.,1
9270249,솔직히다큐라고해서 재미없을줄만알았는데 생각보다재밌고시간도빨리가고 뒷이야기도 나왔으면좋겠네요!!나인뮤지스팬이라면한번쯤 꼭보세요!! 혼자보면서눈물흘렸다는건안비밀ㅠㅠㅠ,1
7976531,누님들 사랑합니다!,1
4342839,스티븐시걸 분명히 주연인데 왜2분만에 ㅋㅋ 영화야 뭐 만점임,1
8519518,슈퍼노바지구탈출길롯,1
4151612,테렌스하워드 역시 멋있다.,1
5207261,도대체 ost 구입 할 수가 없네...어디서 들을수도 없고...젠장,1
8009926,드라마를 안보고 영화만 보면 아야세 하루카의 새로운 귀여운 모습을 볼수있는데 조금은 오글거리고 내용이 좀 부족하지않나.. 그래도 재밌게 봤으므로,1
10261519,영화가 끝날 때즈음 병상에 항상 누워 계시던 할아버지가 몸을 일으켜서 보고 계신걸 봤습니다.,1
4495629,군더더기없이 원작의 느낌을 잘 재현. 특히 사카모토의 main theme의 울림은 대단하다,1
8899896,평점 이해할수없다 졸잼꿀잼임,1
8759202,재미없는 부분이 없다랄까요.. 그리고 삽입된 음악들도 하나 같이 좋아요. 내가 젤 조아하는 영화!,1
760556,여배우 너무 귀여움.. 엉뚱한 캐릭터와 신선한 스토리가 포인트,1
9800934,너무 재밌어요 ㅠㅠ!!!,1
2978734,보고나서 평점이 높은 명작인줄 알았더니.. 이게뭐니 ㅡㅡ;,1
9590972,"내가 초등학생 때 처음 본 재난영화. 길 가다가 마지막 결말에 사용되었던 베토벤의 알레그레토를 듣고 다시 찾아 보았다. 총 2번, 3번을 넘게 보았지만 어렸을 때 보았던 그 흥분감과 공포, 모든 떡밥들이 회수되는 짜릿함은 여전했다. 최고의 재난영화.",1
5001352,원작을 망치다니 ㅅㅂ,1
1092958,김민종 멋있었음.,1
5945707,오랜만에 조카한테 점수 좀 땄네요. 포켓몬 짱!ㅋㅋ,1
8883964,아야세 하루카의 매력을 알고 싶다면 꼭 봐야 하는 영화!,1
7437303,말이필요하나 명작이지,1
8307740,"시청률 높고 재밌기만 하면되지 개소리들이네 드라마가 말그대로 드라마인데 현실하고 같고,뻔한드라마면 뭔 재미로 보는데? 일일드라마치고 여태했던 드라마 중 에선 시청률 제일높다",1
10145614,말이 필요 없는 영화 최고 입니다,1
515049,재미있음..ㅋㅋ,1
9530476,"영화에 대해서 비평이많은것같은데, 내 기준으로 이영화 정말 참신하다고 느꼈다.. 이런영화 또 어디있을까 하고 찾게만드는 묘한 매력이있음.",1
232823,최고의 드라마 김태희랑 OST가 너무좋다,1
8435970,박성웅이시니깐여 사랑합니다 어빠,1
6074899,극복할수 없는 시각의 차이. 관객에게 내내 이 질문을 던진다. 한국영화의 수작.,1
9294978,앤 볼린을 이렇게 소화할수 있는 배우가 얼마나 될까..,1
9149033,너무재밋어요 최근 본영화중 최고네요,1
9854224,숀펜 영화 중에 제일 좋아함,1
9637041,벤허 역은 말론 브란도도 탐냈던 배역인데 190cm의 찰톤 헤스톤 보다 175cm의 차돌 같은 말론 브란도가 더 어울렸을 듯! 만약이란 건 없지만 말론 브란도가 벤허 역을 했다면ㅎㄷㄷ 말론 브란도는 나이 50도 되기 전에 아카데미 남우주연상 3개네!,1
753113,good!,1
3558820,차라리 할로윈1 할로윈2로 끝내지 처음에 H20래서 할로윈 20편인줄알았다...,1
6383858,중계하는 장면이 제일 재밌었어 ㅋㅋ,1
10171798,타베 미카코 와...그 분은 조연인데도 되게 눈에 띈다알고보니 지우 경시청에 히노키오 주인공 주인아저씨도 감동 와 잘봤어요,1
4968631,인위적인 요소가 있었으나 주연의 연기가 일품이였다. 케릭터가 정말 어울린다.,1
5912537,이 정도면 대한민국 로만틱 코미디의 보석이네,1
5983274,대체 어느 포인트가 날 건드린거지? 묘하지만 만족시켜준 영화 ! 나중에 다시 봐야지~,1
843336,잘만든 공포영화 피아노소리 그림벽화 아직도 기억남,1
5315477,ㅋㅋㅋㅋㅋ은근히재미엇는데...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ나두초딩때봣어~~~~~~~~~~,1
450325,약간 몽환적인 연출이 맘에들고 주인공의 이미지와 어울리네요.,1
9555179,우연히 보게됐는데정말 감동깊게 봤어요연기도 감성도 눈물까지 찡,1
5243976,신의 영화 말이 필요없다,1
6469573,상황 설정이 매우 짜임새 있었던 기억이..,1
6349936,자극적이지 않은 부드러운 느낌,1
9059508,역시 시갈 형님 꼭봐라 야 기분조오타!,1
8580349,켄이치... 아 좋다 따뜻한영화다,1
10213565,연기력하나는 기똥차네요~줄거리도좋고 몰입도최고입니다 여운이남고 한번더보고싶어지는 영화네요,1
7080891,"소재 독특하고 잼있는데 영상도 좋고, 평점이 왜이러징?",1
7558069,춤추는 숲에서 우리가족도 춤추며 살고 싶다. 행복이 뭔가를 생각해 보게 하는 영화였다,1
9949750,역시 디즈니라는 말 봤게 안나온다.,1
5273300,완전최고최고 덱스터라는매력적인인물+긴박하게잘짜여진스토리 왕입니다요!,1
1370970,가슴을 울려주고 행복하게 해주는 아름다운 영화.,1
2135336,"이영화의 엔딩은,,,,,잊혀지지가 안어,,,",1
745700,제목이 무슨뜻인가 했더니 오만과 편견~ 너무 재미있게 본 영화,1
8074483,10년 후에 보아도 변함없는 감동,1
8046695,구가의 서 짱! 구월령(최진혁) 짱! 서화(이연희) 짱!최강치(이승기) 짱! 담여울(수지) 짱!,1
7909008,남미 영화 정말 재미있군요...한국 더빙판으로 봤는데 성우들 목 다 상했겠음...,1
7431891,~오래된영화지만 쵝오에요~,1
8186893,강철중 시리즈 완전 잼남,1
8681354,눈물 찡 나네요 ㅜㅜ 감동...,1
8482784,이선진이라는 마녀사냥 핱핱핱 연기좋네,1
4262731,영화라기보다는 한편의 쇼 를본듯! 노래진짜~잘한다 들~,1
8814082,개꿀잼 간지ㅊㄹ ㅎㅎㅎㅎ 최고,1
1352019,극장에서 돈주고 봐도 아깝지 않을 것 같다. 아름다운 자연..,1
7316949,봄방학동안 아이에게 제대로 된 선물 하나 해주고 싶었는데 물질적인 것보다 이런 영화한편이 더 좋다는 생각을 해보네요.,1
8965105,진짜 이건 저예산 최고영화다..ㄷㄷㄷ,1
4440664,정말 재밋었습니다..감동적이기도했구요.. 근데 ..;?,1
10198958,말이 필요없을 만큼 좋았어요... 눈물도 났고..너무 보길잘했다,1
8500685,디즈니 최고의 영화....,1
1985233,수작,1
1590145,추천!!,1
9127590,"이 드라마 속에는 스릴, 로맨스, 감동, 가족애, 우정 등이 함께 다 담겨있어 정말 재밋게 봤습니다. 특히 마지막화에서는 저도 그들 중 한 일원이 된 것처럼 슬프고 기뻤습니다.",1
8441951,진짜 류승범나오는영화들은 류승범이 나온다는자체로만 흥행을해야함 ㅋ,1
8712831,드라마를 시청하다가 중간에 신랑한테 따뜻한 말 한 마디를 문자로 전하게 되는~^^,1
3033738,잔잔함.... 마음이 편안해 지는 영화,1
7489042,재밌어요.,1
8718971,짱s(￣∇￣)/`^^,1
8273376,이거 짱 잼있음 코난 내가 코난 팬이라 ♥하기도 하고 ㅎㅎㅎ,1
9325978,가볍고 재밌게 볼 수 있는 영화. 여주가 너무이뻤다;;,1
8132648,15년전 영화라고는 믿기지 않을 정도!,1
1640723,평점 조금만 올리자잉?,1
7724105,참 캐스팅도 정우성이랑 심은하가 가당키나하나 ㅎ 장현수가 맛탱이가게된 원흉격 작품,1
6698915,신나고 우습고 씁쓸하고 짠하다. 빛나는 이정현을 보니 배우는 감독을 잘 만나야 돼.,1
9218246,재밌게 잘 보고있는데 오늘(7회)은 좀..ㅠ 저는 개인적으로 조성겸♡남상효 밉니다!! 남궁민이 더 매력있게 느껴져요전남편과 이어지는 건 많이있었잖아요ㅠㅠ,1
7270828,2편 -> 3편 -> 1편으로 스토리라인이 이어지네 액션 쾌감 최고임,1
3045370,성룡의 몸을 아끼지 않는 혼신의 연기...정말 멋지다 영화도 잼나고,1
9197016,"Good,,,...",1
6652067,↓그건 니가 영화를 똥꾸녕으로 봤기 때문입니다,1
7110674,포켓몬스터 시리즈중 1기.2기가 가장 재밌다 나머진 다 스토리도 별로고 너무 재미없음..,1
9088344,정말 배우들이 추운 겨울에 고생했음을 느낄수 있었다!,1
8059379,"이런게 영화지,,, 마음아프다 역시나 어쩔수없이,,",1
9722435,브래드피트 존멋..연기 잘함,1
9389845,아이들 몰입도 넘 좋아서 엄마들도 대만족.ㅎㅎ,1
5451584,너무 재밌어요 3번 보고도 또 보고 싶어요 2(나와라),1
8458784,잠자는 숲속의 공주를 이렇게 풀어낸 게 대단하다. 하지만 진실을 밝히는 과정이 조금.,1
9701209,이 좋은 액션영화를 왜이제야봤나몰라요ㅎㅎㅎ너무잘봤습니당고생많이하셨어요!!,1
10148576,"오래간만에 감동적이고 여운이 남는 영화를 봤습니다. '가족' 이란 역시 세상에서 가장 소중한, 사랑의 표상입니다.",1
9500368,여자인 내가봐도 여주가 너무 사랑스러움,1
4911450,I liked it. 한국인정서에는 좀 안맞을지도ps.로맨틱코메디를 보고싶은 사람에게는NO,1
5337328,이렇게...남보다 많이 받는 사람은 남보다 미움도 많이 받아.. Good,1
1264709,재미,1
9846645,난 이거 지금 다시봐도 정말 좋던데..,1
7321923,한국 드라마 중에 최고,1
9860495,"브로드웨이 뮤지컬 뉴욕 공연 이번이 마지막공연이라는데 아쉽네, 정말 최고의 영화",1
4842925,대체적으로 잼있넹요. 근데 머 하나가 조금부족한듯. 난 충분함 별5갬!!,1
8959482,10점 주기 위해 로그인 합니다... 아름답네요....,1
7359906,주한미군철수를 외쳐대는 좌좀들이 별점테러라도 했나? 솔직히 7.5점이상은 무난히 나올 작품인데 왜 6점도 안되냐 ㅡㅡ,1
9980729,정말 재미있게 잘 봤다~!,1
7994036,재미있어요 형제들이 성장하는 모습이 좋네요,1
1765743,ㅋㅋㅋ 아놔 진짜 이런영화 너무재밌어 훈훈하다,1
1982601,"매력적인 캐스팅, 매력적인 음악, 이국적인 로케이션만으로도 볼만한 영화",1
5575532,two thumbs up! 액션 범죄영화치고 10점 거의 안주는데 이건 꼭 보세요.,1
9231867,괜찮았는데 왜 1점 주지?? 1점은 솔직히 아닌데 ㅋㅋ,1
7119926,"이탈리아의 아름다운 풍경과, 매력적인 두 중년 남녀의 이야기.",1
7921417,슈퍼영감의 슈퍼함을 느끼시라,1
6319177,대박 앨리스 점점 강해지는군요!!!!!!!!!!!!111111,1
7910334,좋은 영화지만 우연 설정이 너무 많다,1
4974648,"재미도 있고 감동도 있고, 우린 누구나 멋진 꿈을 꿀 수 있다! 늦지 않았다",1
3208927,빨리다음편도나와라ㅠ,1
7882871,굿,1
7858176,사랑의 의미가 돋보였던 영화에요..,1
767730,영화가 끝났어도 주인공이 게이라고 전혀 느껴지지 않았다.,1
9848969,아고... 울었다...;;,1
10256968,김정은이 인상 깊게 봤다는 바로 그 영화!!!,1
940376,주인공이 불사신인거다..,1
277044,슬픈 사랑이야기가 핵심이 영화다. 결말도 괜찮은 듯.,1
7060338,박유천너무죠아용♥,1
4754718,대한민국 현실의 일부분을 보여준 좋은 영화,1
8655037,영화 다보고 나서 뭔가 생각할만한 여운이 크게 남는 영화였습니다.,1
9706952,이야.. 재밌네. 소재도 특이하고,1
8110330,너무너무재밋어요!!세주랑 미래랑 됫으면 조캣는데... 김신이랑 될듯한느낌...아니겟지...그럼 미래에서 온 이유가 없자나 세주랑 달달한 러브씬 마니 나오게 해주세요♥♥,1
9637425,충격이지않았나싶다는ㅇㄱ,1
7345303,이런류의 영화중에서 최고임,1
8512048,집에서 따뜻해지기 좋은영화. 이연희랑 역할도 잘어울리고 연기도 좋았슴 전혀 거북스럽지않고 예쁜 설레임,1
4538602,아나 명대사 존나욱겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5686454,저희 부부 같이 봤는데요~완전 현실감 있내요 ㅎㅎㅎ,1
9375869,해피엔딩이라 더 좋음...,1
7571975,볼만했음..마더에 나온 그 할머니 맞죠? ㅎㅎ,1
114902,"이 영화한번 더볼려고,스파이더맨,첫사랑,조폭2..보지도 않았다!",1
6203164,너무재밌게 보고있습니다 오늘은 어찌나 슬픈지..ㅜㅜ 앞으로도 무신 기대할께요,1
10193403,일단 시나리오가 훌륭함 깔끔한 진행 연출 복선 마지막 반전까지 타임슬립물 중에 단연 수작 특히 최고인 건 브래드피트의 정신병자 연기 기가막힘,1
8679336,"러닝타임이 꽤 길지만 유유히 흘러간다삶에대해 한번 더 생각해보게 만들고 내 인생에서 사랑,열정,행복을 찾아 가고싶어지는 밤이다브래드피트와 여주인공의.. 조블랙의 사랑이 아련아련",1
8907553,영상이 순수하고 아름다워요,1
9357461,와 이 영화는 명장면이 아주 많다. 또 보고 싶다.,1
7009368,요즘 나오는 서부영화들 보다 훨신 낳다.. 평점이 낮아서 10점,1
9282915,최고의 영화 중간중간에 들어있는 코미디는 보너스,1
8836152,다시봐도 재밌는 드라마!!!!짱짱드라마 강추^^,1
10023314,난 재밌게 봤는데...,1
4653804,인간 존재에 대한 고마운 깨달음.,1
5354608,처음에 9점 줬다가 두번째 보고 10점으로 올린다. 심리극편과 수사극편 모두 무결점,1
7871429,유인나 지현우가 왜사귄줄 알겠어..너무 달달해..완전추천ㅠㅠ,1
9964622,내인생을 한번더 생각하게 해주는 영화였습니다,1
1628480,아~~진짜 또 보구 싶다..^^;;추억의 영화...,1
3046648,"역시 '케빈 코스트너'보다 훨 낫다, '조너스' 만세!!!",1
4922014,유학생 시절의 기억과 그때 느꼈던 감정이 새록새록 떠오르게 해준 고마운 영화..^^,1
8108599,메탑 힘내숑 민호때문에 챙겨봄 ㅎㅎ,1
7813843,로코의 정석 달달한 로맨스는 물론이고성장물까지가미한 탄탄한 작품연기도 흠잡을곳이 없다,1
6283648,괜찮은 킬링타임용 영화,1
2072965,최고의 영화,1
2808834,채플린의 체코식 영화같은느낌. 무거운주제를 유쾌하게 풀어내,1
3516565,마음이 짠하고 여운이 길다.,1
9932622,할거없을 때 가볍게 보기 좋음,1
10096601,용의자 아저씨 사랑 전부 섞으면서도 재미있네요. 2015년 최고의 드라마입니다. 영화같은 드라마 시청자가 원하는 드라마죠.,1
1800454,리버전으로 만들어도 성공할 영화다.,1
5194456,하지원 졸라 이쁘다,1
9994195,나인스 게이트에 숨은 상징http://www.podbbang.com/ch/7286,1
2482753,마지막장면 멋잇어 ㅎㅎ 안재욱 넘 멋잇구 최지우 넘귀엽다 ㅋㅋ,1
10076976,"히어로물 좋아하는데 내인생 최고의 히어로 영화를 꼽으라면 무조건 왓치맨이다. 처음봤을때 너무나도 감동적이었고, 그 후에도 매년 한번씩은 보는듯",1
6982976,예쁘잖아....남자들아...왜그래...솔직해지자구....예쁘잖아....그럼 10점 줘야지.뭘깐깐하게 굴고 그래 니들이 무슨 교수야? 거참 왠만하면 10점 씁시다 김태희나왔는데...ㅎㅎ,1
5740188,죽은시인의사회보다 이게 더 수작,1
868245,대중적이지 않은 두뇌의 힘이 절대 필요한 영화. 굿!,1
3616153,강력추천합니다,1
9790396,어잼고만요 실화임라요,1
2719213,어릴적의 나에겐 정말 감동깊은 명작이었다,1
3655805,꿈속에서 보는듯한 환상속의 나라. 가난하지만 소박하고 우직한 착한 사람들의 이야기,1
9602832,걍 좋다 진심 개좋음 눈물남,1
4518003,줄리엣 비노쉬 너무 이쁘다. 사랑스럽네..,1
7136184,완저언 재밌고 도술쓸때도 다양한 도술! 넘 재밌어요!,1
10132409,정말 재밌게 봤다. 요근래 본 영화중 최고인듯. 내용이 좀 억지스러운 면은 있지만 재난영화는 스토리로 보나.. cg로 보지ㅋ 너무 재밌었다.,1
9273757,개꿀잼 첨보고 재밋어서 계속봄ㅋㅋ,1
6533227,최고,1
10231595,나는 이 영화에서 무언가를 느꼈다.,1
3551537,무렵영화 최고의 걸작.,1
7808873,배우들 연기 갑인영화. 호불호가 갈리는데 불호인 사람들 영화볼줄 모르는듯..,1
9936129,일본영화 수입 금지 시절에도 비디오 테이프로 돌려봤던 불후의 명작 아 그립다,1
4856454,시즌3에서 잘만 이끌어갔다면..,1
10134471,굉장히 재미있었습니다.,1
10081989,보기힘들다 영화가 끝날까봐 끝난후에 사무치도록 감도는 여운이 견디기 힘들다 사랑스럽고 또 사랑스러운 영화,1
2926414,평점이 너무 저평가...,1
9480713,프랑스영화는 자주 접하지못했는데 정말 재밌게 보고왔습니다!!,1
6444741,시대가 낳은 드라마죠. 연장선상에 놓이면서 스토리가 늘어지긴 했지만 볼만 했어요,1
4817443,디즈니의 걸작. 사운드 오브 뮤직에 지지않을 영화. 줄리 앤드루스 젊은날 매력만점,1
8875120,말이 필요없다..내가 준 평점이 대신 말해준다.,1
5447418,깊게 봐야 하는 영화..,1
361185,잼있었음..ㅋ 쵝오~~!!!,1
9629699,우리들의 영원한 귀여운 흑형 부시맨!,1
1724041,어쩔 수 없는 최고의 영화인건 정준용씨가 출연했기 때문입니다. 만세!,1
9673677,한국의 모든 가장은 이 영화를 반드시 봐야 합니다,1
689615,여주인공이..꽤 괜찮은얼굴^-^,1
10063869,영화들 대부분이 2차대전 감동스토리들이 평점들이 높더라구요 ㅋ 파괴적인 근성에서 솓아나는 감성이랄까.?,1
2585609,일본에서 상영금지 파문및 삭제 요구한 문제작.,1
5501609,ㅋㅋㅋㅋ 미치도록 웃었네 ㅋㅋㅋ,1
7212404,보고싶은데 대체 어디가서 봐야되나요ㅡ ㅡ 우리동네는 죄다 안하던데,1
7884516,ㅋㅋㅋㅋㅋ,1
9900539,제목처럼 반짝이는 영화. 보고 싶은 영화 중 하나였는데 꽤 멀리까지 나가서 본 게 아깝지 않았습니다.,1
9120846,우후!!!이거내일보러간다!!!신나라!지우 봄이 정인이 웅이 그리고 xy영화에 세레나 시트론 유리카 지우(또 나옴)화이팅!!!!,1
9599118,최고다. 저런현실이 아오리라는법이 없어서 무섭다,1
5084209,저는 사랑으로 영화를 보는 사람입니다.,1
2239549,최고.. 말이 필요하냐..?? 이런영화는 머리가 아니고 마음으로 보는거야..,1
6480362,평점다시올리기,1
