id,document,label
8963352,역시...라는 말 밖에..,1
8018318,방송한의도는좋았는데 좀 뭣같더군,0
5766732,1점도 아깝다,0
5772176,짱!!!!!!!!!!!!!! 연기도 연출도! 멋진배우들 아 보고싶돠...,1
9805900,동생이랑 봤는데 강대성!!!! 이것만 기억에남네여,0
9855319,나도 리슨형님을 믿었다,1
9678175,진짜 타위밍이 안좋앗어..,1
3847839,프랑스영화 웃음코드를 사랑하오 !,1
9221255,"포스터 표지만큼만이라도 두근거리게끔 재현해줬으면 뭐라 안하는데, 진심 어이털림.;",0
9747283,너무 좋았다지옥도 보고 희망도 보고 사진을 왜 흑백으로 표현했는지 알거같다화려하거나 아름다운 색채로그들의 이야기가 가려질까봐..굿아마존눈물에나온 부족 반가웠다 ㅎㅎ,1
5132059,아오이유우를 좋아하게 했던 영화 남동생도 재밌어요,1
7506542,굳굳,1
3757998,숨은진주같은 무협영화!,1
9381698,보다 껏네요...지금시대가언젠데 어휴..공룡들보면 무슨장난감갖고 사투벌임?돈아깝다...,0
5857391,박나재미없다. 낚인듯한 느낌 ㅋ,0
10130694,재미없는거 다보느라 죽는줄 알았네,0
4787171,원작만화가 너무재밌었기에 영화도 혹시나 했지만 역시나 재미가 없었다 ~~~~~~,0
8789303,삼류영화는아니고잘만들었지만저괴생명체랑성행위하는장면을보여줘서참역겹고토나온다사이코두과학자로인해죄없는둘죽고둘은참그짓하고당하고그리고내글지우지마왜내표현의자유를막아미친거아냐?,0
9934526,쾌감을 쫒다보면 처지기 마련.,0
8084911,줄리아 로버츠가 예쁘고 의상같은게 귀엽지만 지금 현실에 비추어보면 말도안되는 이야기. 보는 내내 너무 말이 안되서 마음이 불편하다. 신데렐라도 정도껏.. 매춘부와 엘리트라니.. 건질건 ost,0
3789288,게임같은 영상...재미도 별루...만화가 딱딱한 느낌...,0
9789211,진짜 재미없다.. 지루하고 뭔내용인지도모르겠고,0
9663320,재미있게 보고갑니다.,1
6031536,한국이 딱딱하지 않으면서도 눈물짜내지 않는 좋은 영화 만들수 있구나 생각한 영화!,1
10019793,마음을 얻기 위한 진실게임. 여운이 남고 계속 곱씹게 된다. 두 세번은 다시 보고싶어지는 영화,1
8053644,재미없다 잘 좀 만들어라,0
701286,탱크로 도심을 질주하던 액션장면이 매우 인상적,1
6503080,세상이 똥이라는 걸 꼭 빅똥을 투척하면서 강조해야겠냐 으이구,0
5731794,진짜진짜 재미있어요 완전 잘만들엇어요 ~^^,1
5359109,마지막 장면에서 스텔라가 보여준 그 미소가 머릿속에서 떠나지 않는다...,1
6347419,와웅 역시 감동도잇고 재미도잇고ㅎㅎ 재밋음,1
10204979,나비효과가 액션으로 바뀌었다고 생각하시면 됩니다. ㅎㅎ 강추,1
6313478,말로 표현 못할 무언가가 있네요..,1
9023835,송새벽이 주연을 맡기엔 무리가있다... 코미디도 아닌 코미디장르..,0
9512280,클레멘타인과 비교하면 어떻죠?,0
1590145,추천!!,1
9906041,자극적이기 위해 끼운 억지스런 장면들. 속보이는 뻔한 계산.연출성은 그렇다치고 감독의 인격수준이 바닥.,0
6029204,포스터에 나오는 스케일을 기대한 관객들을 맥빠지게 하는 영화. 메뚜기떼씬만 좋았음,1
1681366,조던이 그립도다 ㅎㅎ,1
8035444,재이없다재이없다재이없다재이없다재이없다재이없다,1
5620054,특별한 이벤트가 없다,0
1724525,유치한 영화. 스토리 구질. 캐스팅 최악 돈만 날린 영화,0
2109047,"뭐하잔 건가... 헉 달랑 둘이 봤는데, 괜히 봤다",0
8665930,분위기 좋고 ~ 몰입감도 짱이고 하나 부족한건.. 약간.. 눈에 보이는 스토리 ?,1
7087540,넘넘좋아요~~,1
4144548,트라일라잇주인공넘... 아직도 뭘하든 쨰려 보네.. 시사회 괜히 갔어ㅠ ㅠ,0
1468022,지루하고 따분하긴 했지만 색다른 시점의 영화라 신선했다.,0
58054,이 영화를 보고 한가지 얻을 수 있는것이 있다면.. 찜.찜.한 기분..,0
3635563,정말 영화다운 영화다...,1
8739881,진짜 재미만땅 이무니다,1
8964308,"독일 바그다드 카페, 일본의 카모메 식당 이 생각나네요. 일본에서 상을 주는 이유를 알것 같구요. 감상 잘 했습니다.",1
9759937,"(좋은 뜻으로) 시청자들까지 DID 오게 만들 드라마입니다. 마음의 상처는 단순히 극적 재미를 위한 장치가 아니라 함께 이해하고 끌어안아야 할 아픔임을 꾸준히 설득하기 위해 다가가려는 모습이 보기 좋습니다. 어디 가서 막 자랑하고 싶어요, 이 드라마.",1
3943116,진짜 어린앤가?,1
7065840,이게뭐지 내두시간 ㅠㅠ,0
5914784,"걍 시간 때우기용 영화, 이런 영화 흔하잖아",0
9122928,완전액션이 죽이네요 짱짱해요 런닝맨2도나왔으면좋겠어요,1
9538732,제목땜에 10점 드리고 갑니다.,1
8188425,별 기대없이 본 영화..하지만 20번정도 다시 볼만큼 후회하지않은영화...유료결제하게만드는 영화..ㅜㅜ그래도 아깝지않은 그런 영화네요^^,1
7341102,악동뮤지션 꼭 1등 하시길! 악동 뮤지션 파이팅!!,1
4414665,인디아나존스의 냄새만 풍기는 홍콩판 보물찻기,0
5939265,나에겐 묘한 추억이있어서 비디오도 소장중.... 지금보면 재미는그닥없지만.추억영화,1
9674250,"누구나 ㅡ낄수ㅣㅆ느덕을 영화화함...굿,,",1
9263611,여자배우의 가운데가 보이다니ㅋ,0
2595417,래픽은 딸리지만 최근에 만들었다면 명작이 됫을듯 good,1
9752209,킬링타임용으로도 안되는 영화,0
6730073,티비에서 봤는데 볼만하던데 ㅋㅋ ocn용 ㅋ,1
8607320,이 영화 독특합니다..ㅋ,1
6312911,걍 재밌음. 꼭 봐야함,1
9926300,전작과 이어지는 점은 흥미로웠으나 결국 기대이하..,0
7721016,아...시간낭비...돈낭비....아.....화난다....,0
3605513,93년 당시 최고의 액션 영화!! 지금봐도 재밌는데!! 당연 별 5개!!!!,1
9307738,마가렛이 부활하여 무대에서 실버를 겁주면 어떨까,1
5717851,무엇이 문제일까?,0
4471086,영화보기전으로 시간을 되돌리고 싶다.. 어처구니가 없다 킁.,0
8526861,폐허에 날아든 나비들의 얘기,1
864702,이야기전개가 느리고 따분하다...보고난후 감흥도여운도 없다,0
4007388,보는내내 괴로웠다,0
8070412,"코폴라 가문의 이름이 아가운 영화. 소피아 코폴라는 패션쪽에 일하길 추천한다. 감독으로서의 자질은 글쎄올시다. 행여나 프란시스포드코폴라에 관심 있어서 절대 비추.단언 컨대, 아이템과 소재의 보여주기식의 나열 .. 그외에는 없다.",0
10118723,한 4번은 넘게 본것 같아요. 졸라 웃김,1
7941554,드디어 내 인생 워스트를 만났다,0
7404772,씨앗영화,1
5707359,그렇게따지면 다 진실이아니게 걍드라마보는느낌이네요ㅋ,0
9225467,일본의 햄버거세대 60~70대가 현 한국의 30~40대이지. 문화로만 본다면 30년 세대차이가 나니까.. 어쩌면 지금 일본의 슬픈 현실이 우리 30대 미래의 모습이라 더욱더 서글퍼진다. 굉장히 현실적이고 감동적이었다.,1
4038645,영화를 보고 평점 적는 사람으로 정말 이해하기 힘든 영화!밑에 알바생이 많은가?!ㅠ,0
7749723,억지 억지 억지 밀실이라는 구성으로 기발한 반전을 기대하고 봤으나 실망... 차라리 마지막까지 서로 죽이고 피가 튀는 영화가 훨씬 좋았을듯...,0
2421925,너무유치해서... 중국영화 이젠 유치함..,0
7903206,스토리의 엉성함보다는 태권도라는 한국 고유 무술을 소재로 한 액션의 엉성하지 않은 화려함에 박수를 쳐 주어야 할 영화!!,1
8617482,누구 추천해 줬는 데 볼 방법이 없네. 추천한 이의 점수를 대신 올린다.,1
2070685,너무 지루해서 보다가껐음.,0
8971575,감동적인영화입니다Real,1
10148441,답답하다 남주들. 미국3류영화는 넘 유치하고 어처구니없다,0
9830703,너무재밌메요 최고네요,1
6558917,이런걸 3D 로 만들다니 ;;;,0
9285413,박진감 넘치고 긴장하면서 본 좋은 영화이지만 무엇보다도 소방관님들 존경합니다.,1
2450954,연애얘기만 아니였어도 꽤 괜찮은 드라마였는데...,0
8753646,손발이 오그러드는 저 연기력...,0
4645516,졸래 지루하네 20분보고 껐다,0
10247635,과학을 알아야 재미있는점을 알 수 았을듯.. 그리고 마지막 앤딩이 정말.. 평점한 사람으로 이햐가 안댐ㅡㅡ 많은 미지수를 남긴 영화..,0
9936129,일본영화 수입 금지 시절에도 비디오 테이프로 돌려봤던 불후의 명작 아 그립다,1
5481261,"똥파리와 죽이러갑니다, 유망주 김꽃비의 비교체험 극과극",0
6577402,"1점은줄수밖에없기에. 우리나라국민으로써 이런걸 제작한다는거 자체가 문제이며 , 이영상을 영화관에서 한다는것 자체가 돈많이안든영화들은 영화관 상영관조차 못 얻는현실에서 이런 영상들마저 영화관에서 개봉한다면 저지출영화들은 이제 영화관에못들어옵니다.",0
7089598,아이들이 보는 영화인데 아이들눈높이에 맞춰 훌륭한 작품이라고 생각합니다보고난후 아이들 얼굴이 상기 되었고 너무 재미있었다고 합니다,1
9788647,아무도 몰랐지만 어느 누군가에게는 잊지 못 할 추억 그 자체만으로의 소중한 아름다움,1
1030263,이런 걸작이 묻히는건 너무 안타깝다,1
8030298,평점 10 깨주지ㅋㅋㅋ,0
1822897,괜찮은 듯,1
8142288,내가 극장가서 본 영화중 제일 쓰레기 같았다,0
8400077,한국에서하나요???,1
10207383,시간여행의 모순을 상당히 잘 잡아낸영화,1
7270641,왕유치,0
8129059,노출 다 보여주는 충격적인 영화네유. 이런 영화는 내용이 좋냐 아니냐가 중요한 게 아니고 노출이 어느 정도냐가 중요한 거예유. 노출 보려고 보는 거지유. 좋아유.,1
328724,꼬마애들 숨 넘어가게 좋아하더라. 역시 애들이야^^,1
8822414,걍 함 봤다가!!!무슨 이런 영화를 이제야 봤는가했다!!잼있고 진짜 잘만들었다!!멜로 때문이 아니더라도 조정국이란 설정도 흥미롭고 전개나 연출도 흥미 진진하다~ㅎ꼭 한번 보길 바란다!!!,1
8969647,엄청잼있겟당 (근대더빙이면좋겟는듯),1
312257,정작 비 정규방송 청취 오타구들을 위한 영화란 말인가 -0-,0
2740047,참 재미있게 봤네요,1
7903034,우리 딸 보다 내가 더 신나게 보고 왔네요ㅎㅎㅎ,1
5736875,에리짱의 대사가 아직도 귓가에...............,1
1416568,그냥재밌다............아놀드는무적이다.ㅡㅡ.....,1
10065503,조조로 6천원주고 봤는데 진짜 돈아깝다..영화도 아니고 그냥 90분짜리 다큐?,0
7332631,"보는내내 '다시는 중국 영화안봐야지' 라는생각만 머리속에 맴도는 쓰레기 막장스토리 영화. 평점알바한테 낚이지마세요. 마지막 1분 허무하게 끝나는 전투씬 빼고 액션,전투 없어요.",0
6838892,한듯하면서도.. 안한듯 잔잔하게 흘러간 영화.옛 기억을 다시금 떠올리게 하네요.,1
9048807,감정선을 잘 건드리는 최고의 영화!,1
5475114,2%부족한 오락영화,0
8546152,와!!!! 오늘 막판에 수임이아버지 대박 ㅋ 사기꾼잡음ㅋ 들임이누나 평생사랑해욤 ㅎㅎ,1
2051946,재미있더라고 평안도 하고,1
6062975,평점 안남기는데 안타까워서 남겨야겟다. 걍 추천!,1
5385801,지우일행 새 마을 도착 -> 전설의 포켓몬 등장 -> 악당 등장 -> 족치고 해피엔딩,0
1295374,한심한 영화....,0
9811863,쵝오의 전쟁영화 입니다,1
161357,아프다. 슬프다. 다 `영화`였으면.. 끝은 좀 허무...,1
6003139,"만담을 듣다보면 점점 빠져드는 영화, 재밌어요~",1
479719,"모든화면이다살아있고,이윤기이름만으로도봐야할영화..",1
7680893,잘나가다막판에판다깻다;,0
1822317,싸구려 sf물 볼거리가 없으면 스토리라도 신경써서 만들었어야...,0
8309287,제가 살면서 본 영화중 정말 웃기게 봤고 크게 웃었던 몇안되는.영화.중 하나였던 걸로 기억합니다... ㅎㅎ,1
6289572,35화까지만 보는걸 추천.,0
7056010,평점이 왜이리 낮지? 재밌는데 치아의 중요함을 느꼈다.,1
9796010,정말 후반까지 이해 된다하면서도 지루하다가 추리하는 느낌으로 봤는데 맨 마지막 부분에서 뒷통수를 맞은 느낌이랄까... 정말 결말 부분 보고 이 영화를 봤던걸 후회하지 않았습니다.,1
9233777,여주들도 참 별로고 이런 밀실공포 소재로 이렇게 재미 없게 만들다니.. 스토리는 참 그럴싸 하다만 너무 몰입이 안된다,0
9934741,이름 함부러 짓는거 아니다,0
7914383,이딴 걸 영화라고 관객들한테 돈 받고 보여주냐. 드릅게 재미없구만.,0
9088889,1탄에 비해 매우 유치하고 졸작...,0
6077596,신영진 너무 이쁘고 연기도 잘하십니다.~~,1
8691622,쓰레기 소재? 어디 쓰레기소재 하나라도 안쓴 범죄 스릴러 액션 영화 있나,1
9338806,난 몰랐는데 대역이었나 보네ㅋ,0
8537820,이현지는 요즘 뭐하냐?,0
7719003,수영님이 연기 참 귀엽게잘하시는듯!! 준수아버님도~ 그리고 작가님 언어유희랑 집필력정말마음에듭니다ㅎㅎㅎㅎ싸랑햐여,1
9165792,제발 이런 쓰레기영화 만들지말자 국가적낭비다...,0
4243772,이게 영화입니까? 연출과 주제는 뭘 말하는 건가요?,0
10063869,영화들 대부분이 2차대전 감동스토리들이 평점들이 높더라구요 ㅋ 파괴적인 근성에서 솓아나는 감성이랄까.?,1
8047452,다시보기로 보고있는데 진짜 다시봐도 명작,1
5773286,미국식 코메디가 가득한 아이들 위주의 가족용 영화,0
9980892,대학교 교양 수업으로 이 영화를 알게되서 감상하였습니다. 지구온난화 문제에 대한 심각성을 깊게 알 수 있었어요 . 현대인에게 많은 걸 시사해주고 개인적으로나 또는 사회적으로 이산화탄소 배출을 줄여야 한다는 생각이 강하게 들었습니다. 좋은 영화였습니다!,1
4841050,"구역질나는 스토리와 구성, 음악이나 복선 또한 70년대 구미호 수준일세.",0
5197230,와우,1
7731807,휴지가 아까우신분들은 보지마세요ㅋㅋ..지금 영화본지 1분도 않되서 알려드리려고 리뷰 남깁니다..전 휴지 반을 다 씀..너무 슬퍼서 숨도 못쉴거 같네요. 차태현군 연기 역시 쩌는듯ㅇㅇ 강추입니다..,1
4744571,이것도 영화라고ㅋㅋ나도 할일없으면 영화나 한편 만들어야겠다,0
10044516,그나마 뜻이 좋아서 이정도 점수준다..영화 참~,0
9901663,저만 마지막 장면을 다르게 본건가요? 가브리엘이 비맞는걸 좋다고하는 대사와 비오는 파리가 좋다고 하는 대사가 주인공이 한말과 똑같아서 미래에서 온게 아닐지? 미래에는 주인공이 유명한 작가가되고 가브리엘이 과거로와서 그 유명한 작가를 만났다고 생각되는데,1
9703928,참 예쁜 영화. 이 영화 아주 좋아함.,1
5894820,무슨 이야기를 하고 싶은지는 알겠는데...아무리 봐도..,0
9082593,진부한 막장전개. 전형적인 한국식 배우팔이 영화. 평점높아서 기대하고봤는데 무슨 뻔한영화들 패러디물인줄,0
3789425,완전 귀여워~ 유치할줄 알았는데 잼있따~ 옛따! 별 5개 니 가지라!,1
